model,family,task,localization,eval_mode,metric,arm,seed,method,topk,accuracy,best_steering_factor
Qwen1.5-32B-Chat,verse,from_verse-single_to_prose,single-token,single,wo_rf,real,,atp,0.1,0.54,4.0
Qwen1.5-32B-Chat,verse,from_verse-single_to_prose,single-token,single,wo_rf,real,,atp,0.5,0.0,1.0
Qwen1.5-32B-Chat,verse,from_verse-single_to_prose,single-token,single,wo_rf,real,,atp,1.0,0.0,1.0
Qwen1.5-32B-Chat,verse,from_verse-single_to_prose,single-token,single,wo_rf,uniform,0.0,random-s0,0.01,0.26,8.0
Qwen1.5-32B-Chat,verse,from_verse-single_to_prose,single-token,single,wo_rf,uniform,0.0,random-s0,0.03,0.24,2.0
Qwen1.5-32B-Chat,verse,from_verse-single_to_prose,single-token,single,wo_rf,uniform,0.0,random-s0,0.05,0.2,1.0
Qwen1.5-32B-Chat,verse,from_verse-single_to_prose,single-token,single,wo_rf,uniform,0.0,random-s0,0.07,0.22,1.0
Qwen1.5-32B-Chat,verse,from_verse-single_to_prose,single-token,single,wo_rf,uniform,0.0,random-s0,0.09,0.22,1.0
Qwen1.5-32B-Chat,verse,from_verse-single_to_prose,single-token,single,wo_rf,uniform,0.0,random-s0,0.1,0.4,1.0
Qwen1.5-32B-Chat,verse,from_verse-single_to_prose,single-token,single,wo_rf,uniform,0.0,random-s0,0.5,0.0,1.0
Qwen1.5-32B-Chat,verse,from_verse-single_to_prose,single-token,single,wo_rf,uniform,0.0,random-s0,1.0,0.0,1.0
Qwen1.5-32B-Chat,verse,from_verse-single_to_prose,single-token,single,wo_rf,layer-matched,0.0,randomlayer-s0,0.01,0.3,10.0
Qwen1.5-32B-Chat,verse,from_verse-single_to_prose,single-token,single,wo_rf,layer-matched,0.0,randomlayer-s0,0.03,0.36,10.0
Qwen1.5-32B-Chat,verse,from_verse-single_to_prose,single-token,single,wo_rf,layer-matched,0.0,randomlayer-s0,0.05,0.4,10.0
Qwen1.5-32B-Chat,verse,from_verse-single_to_prose,single-token,single,wo_rf,layer-matched,0.0,randomlayer-s0,0.07,0.34,6.0
Qwen1.5-32B-Chat,verse,from_verse-single_to_prose,single-token,single,wo_rf,layer-matched,0.0,randomlayer-s0,0.09,0.28,2.0
Qwen1.5-32B-Chat,verse,from_verse-single_to_prose,single-token,single,wo_rf,layer-matched,0.0,randomlayer-s0,0.1,0.26,5.0
Qwen1.5-32B-Chat,verse,from_verse-single_to_prose,single-token,single,wo_rf,layer-matched,0.0,randomlayer-s0,0.5,0.02,1.0
Qwen1.5-32B-Chat,verse,from_verse-single_to_prose,single-token,single,wo_rf,layer-matched,0.0,randomlayer-s0,1.0,0.0,1.0
Qwen1.5-32B-Chat,paragraph,from_paragraph-long_to_sentence,long-form,long,w_rf,real,,atp,0.01,0.18,10.0
Qwen1.5-32B-Chat,paragraph,from_paragraph-long_to_sentence,long-form,long,w_rf,real,,atp,0.03,0.38,10.0
Qwen1.5-32B-Chat,paragraph,from_paragraph-long_to_sentence,long-form,long,w_rf,real,,atp,0.05,0.54,10.0
Qwen1.5-32B-Chat,paragraph,from_paragraph-long_to_sentence,long-form,long,w_rf,real,,atp,0.07,0.78,10.0
Qwen1.5-32B-Chat,paragraph,from_paragraph-long_to_sentence,long-form,long,w_rf,real,,atp,0.09,0.96,10.0
Qwen1.5-32B-Chat,paragraph,from_paragraph-long_to_sentence,long-form,long,w_rf,real,,atp,0.1,0.94,10.0
Qwen1.5-32B-Chat,paragraph,from_paragraph-long_to_sentence,long-form,long,w_rf,real,,atp,0.5,0.0,1.0
Qwen1.5-32B-Chat,paragraph,from_paragraph-long_to_sentence,long-form,long,w_rf,real,,atp,1.0,0.0,1.0
Qwen1.5-32B-Chat,paragraph,from_paragraph-long_to_sentence,long-form,long,w_rf,uniform,0.0,random-s0,0.01,0.02,10.0
Qwen1.5-32B-Chat,paragraph,from_paragraph-long_to_sentence,long-form,long,w_rf,uniform,0.0,random-s0,0.03,0.04,1.0
Qwen1.5-32B-Chat,paragraph,from_paragraph-long_to_sentence,long-form,long,w_rf,uniform,0.0,random-s0,0.05,0.06,1.0
Qwen1.5-32B-Chat,paragraph,from_paragraph-long_to_sentence,long-form,long,w_rf,uniform,0.0,random-s0,0.07,0.04,2.0
Qwen1.5-32B-Chat,paragraph,from_paragraph-long_to_sentence,long-form,long,w_rf,uniform,0.0,random-s0,0.09,0.02,1.0
Qwen1.5-32B-Chat,paragraph,from_paragraph-long_to_sentence,long-form,long,w_rf,uniform,0.0,random-s0,0.1,0.0,1.0
Qwen1.5-32B-Chat,paragraph,from_paragraph-long_to_sentence,long-form,long,w_rf,uniform,0.0,random-s0,0.5,0.0,1.0
Qwen1.5-32B-Chat,paragraph,from_paragraph-long_to_sentence,long-form,long,w_rf,uniform,0.0,random-s0,1.0,0.0,1.0
Qwen1.5-32B-Chat,paragraph,from_paragraph-long_to_sentence,long-form,long,w_rf,layer-matched,0.0,randomlayer-s0,0.01,0.02,4.0
Qwen1.5-32B-Chat,paragraph,from_paragraph-long_to_sentence,long-form,long,w_rf,layer-matched,0.0,randomlayer-s0,0.03,0.06,8.0
Qwen1.5-32B-Chat,paragraph,from_paragraph-long_to_sentence,long-form,long,w_rf,layer-matched,0.0,randomlayer-s0,0.05,0.08,6.0
Qwen1.5-32B-Chat,paragraph,from_paragraph-long_to_sentence,long-form,long,w_rf,layer-matched,0.0,randomlayer-s0,0.07,0.18,10.0
Qwen1.5-32B-Chat,paragraph,from_paragraph-long_to_sentence,long-form,long,w_rf,layer-matched,0.0,randomlayer-s0,0.09,0.72,10.0
Qwen1.5-32B-Chat,paragraph,from_paragraph-long_to_sentence,long-form,long,w_rf,layer-matched,0.0,randomlayer-s0,0.1,0.92,10.0
Qwen1.5-32B-Chat,paragraph,from_paragraph-long_to_sentence,long-form,long,w_rf,layer-matched,0.0,randomlayer-s0,0.5,0.0,1.0
Qwen1.5-32B-Chat,paragraph,from_paragraph-long_to_sentence,long-form,long,w_rf,layer-matched,0.0,randomlayer-s0,1.0,0.0,1.0
Qwen1.5-32B-Chat,paragraph,from_paragraph-long_to_sentence,long-form,single,wo_rf,real,,atp,0.01,0.7,10.0
Qwen1.5-32B-Chat,paragraph,from_paragraph-long_to_sentence,long-form,single,wo_rf,real,,atp,0.03,0.82,10.0
Qwen1.5-32B-Chat,paragraph,from_paragraph-long_to_sentence,long-form,single,wo_rf,real,,atp,0.05,0.86,8.0
Qwen1.5-32B-Chat,paragraph,from_paragraph-long_to_sentence,long-form,single,wo_rf,real,,atp,0.07,0.72,5.0
Qwen1.5-32B-Chat,paragraph,from_paragraph-long_to_sentence,long-form,single,wo_rf,real,,atp,0.09,0.76,4.0
Qwen1.5-32B-Chat,paragraph,from_paragraph-long_to_sentence,long-form,single,wo_rf,real,,atp,0.1,0.74,4.0
Qwen1.5-32B-Chat,paragraph,from_paragraph-long_to_sentence,long-form,single,wo_rf,real,,atp,0.5,0.0,1.0
Qwen1.5-32B-Chat,paragraph,from_paragraph-long_to_sentence,long-form,single,wo_rf,real,,atp,1.0,0.0,1.0
Qwen1.5-32B-Chat,paragraph,from_paragraph-long_to_sentence,long-form,single,wo_rf,uniform,0.0,random-s0,0.01,0.78,8.0
Qwen1.5-32B-Chat,paragraph,from_paragraph-long_to_sentence,long-form,single,wo_rf,uniform,0.0,random-s0,0.03,0.74,2.0
Qwen1.5-32B-Chat,paragraph,from_paragraph-long_to_sentence,long-form,single,wo_rf,uniform,0.0,random-s0,0.05,0.6,1.0
Qwen1.5-32B-Chat,paragraph,from_paragraph-long_to_sentence,long-form,single,wo_rf,uniform,0.0,random-s0,0.07,0.7,1.0
Qwen1.5-32B-Chat,paragraph,from_paragraph-long_to_sentence,long-form,single,wo_rf,uniform,0.0,random-s0,0.09,0.68,1.0
Qwen1.5-32B-Chat,paragraph,from_paragraph-long_to_sentence,long-form,single,wo_rf,uniform,0.0,random-s0,0.1,0.74,1.0
Qwen1.5-32B-Chat,paragraph,from_paragraph-long_to_sentence,long-form,single,wo_rf,uniform,0.0,random-s0,0.5,0.0,1.0
Qwen1.5-32B-Chat,paragraph,from_paragraph-long_to_sentence,long-form,single,wo_rf,uniform,0.0,random-s0,1.0,0.0,1.0
Qwen1.5-32B-Chat,paragraph,from_paragraph-long_to_sentence,long-form,single,wo_rf,layer-matched,0.0,randomlayer-s0,0.01,0.54,10.0
Qwen1.5-32B-Chat,paragraph,from_paragraph-long_to_sentence,long-form,single,wo_rf,layer-matched,0.0,randomlayer-s0,0.03,0.76,8.0
Qwen1.5-32B-Chat,paragraph,from_paragraph-long_to_sentence,long-form,single,wo_rf,layer-matched,0.0,randomlayer-s0,0.05,0.88,8.0
Qwen1.5-32B-Chat,paragraph,from_paragraph-long_to_sentence,long-form,single,wo_rf,layer-matched,0.0,randomlayer-s0,0.07,0.7,8.0
Qwen1.5-32B-Chat,paragraph,from_paragraph-long_to_sentence,long-form,single,wo_rf,layer-matched,0.0,randomlayer-s0,0.09,0.9,5.0
Qwen1.5-32B-Chat,paragraph,from_paragraph-long_to_sentence,long-form,single,wo_rf,layer-matched,0.0,randomlayer-s0,0.1,0.88,4.0
Qwen1.5-32B-Chat,paragraph,from_paragraph-long_to_sentence,long-form,single,wo_rf,layer-matched,0.0,randomlayer-s0,0.5,0.0,1.0
Qwen1.5-32B-Chat,paragraph,from_paragraph-long_to_sentence,long-form,single,wo_rf,layer-matched,0.0,randomlayer-s0,1.0,0.0,1.0
Qwen1.5-32B-Chat,paragraph,from_paragraph-single_to_sentence,single-token,long,w_rf,real,,atp,0.01,0.24,10.0
Qwen1.5-32B-Chat,paragraph,from_paragraph-single_to_sentence,single-token,long,w_rf,real,,atp,0.03,0.28,6.0
Qwen1.5-32B-Chat,paragraph,from_paragraph-single_to_sentence,single-token,long,w_rf,real,,atp,0.05,0.28,6.0
Qwen1.5-32B-Chat,paragraph,from_paragraph-single_to_sentence,single-token,long,w_rf,real,,atp,0.07,0.3,5.0
Qwen1.5-32B-Chat,paragraph,from_paragraph-single_to_sentence,single-token,long,w_rf,real,,atp,0.09,0.42,10.0
Qwen1.5-32B-Chat,paragraph,from_paragraph-single_to_sentence,single-token,long,w_rf,real,,atp,0.1,0.42,10.0
Qwen1.5-32B-Chat,paragraph,from_paragraph-single_to_sentence,single-token,long,w_rf,real,,atp,0.5,0.0,1.0
Qwen1.5-32B-Chat,paragraph,from_paragraph-single_to_sentence,single-token,long,w_rf,real,,atp,1.0,0.0,1.0
Qwen1.5-32B-Chat,paragraph,from_paragraph-single_to_sentence,single-token,long,w_rf,uniform,0.0,random-s0,0.01,0.02,10.0
Qwen1.5-32B-Chat,paragraph,from_paragraph-single_to_sentence,single-token,long,w_rf,uniform,0.0,random-s0,0.03,0.04,1.0
Qwen1.5-32B-Chat,paragraph,from_paragraph-single_to_sentence,single-token,long,w_rf,uniform,0.0,random-s0,0.05,0.06,1.0
Qwen1.5-32B-Chat,paragraph,from_paragraph-single_to_sentence,single-token,long,w_rf,uniform,0.0,random-s0,0.07,0.04,2.0
Qwen1.5-32B-Chat,paragraph,from_paragraph-single_to_sentence,single-token,long,w_rf,uniform,0.0,random-s0,0.09,0.02,1.0
Qwen1.5-32B-Chat,paragraph,from_paragraph-single_to_sentence,single-token,long,w_rf,uniform,0.0,random-s0,0.1,0.0,1.0
Qwen1.5-32B-Chat,paragraph,from_paragraph-single_to_sentence,single-token,long,w_rf,uniform,0.0,random-s0,0.5,0.0,1.0
Qwen1.5-32B-Chat,paragraph,from_paragraph-single_to_sentence,single-token,long,w_rf,uniform,0.0,random-s0,1.0,0.0,1.0
Qwen1.5-32B-Chat,paragraph,from_paragraph-single_to_sentence,single-token,long,w_rf,layer-matched,0.0,randomlayer-s0,0.01,0.08,10.0
Qwen1.5-32B-Chat,paragraph,from_paragraph-single_to_sentence,single-token,long,w_rf,layer-matched,0.0,randomlayer-s0,0.03,0.06,5.0
Qwen1.5-32B-Chat,paragraph,from_paragraph-single_to_sentence,single-token,long,w_rf,layer-matched,0.0,randomlayer-s0,0.05,0.08,8.0
Qwen1.5-32B-Chat,paragraph,from_paragraph-single_to_sentence,single-token,long,w_rf,layer-matched,0.0,randomlayer-s0,0.07,0.12,10.0
Qwen1.5-32B-Chat,paragraph,from_paragraph-single_to_sentence,single-token,long,w_rf,layer-matched,0.0,randomlayer-s0,0.09,0.14,10.0
Qwen1.5-32B-Chat,paragraph,from_paragraph-single_to_sentence,single-token,long,w_rf,layer-matched,0.0,randomlayer-s0,0.1,0.26,10.0
Qwen1.5-32B-Chat,paragraph,from_paragraph-single_to_sentence,single-token,long,w_rf,layer-matched,0.0,randomlayer-s0,0.5,0.0,1.0
Qwen1.5-32B-Chat,paragraph,from_paragraph-single_to_sentence,single-token,long,w_rf,layer-matched,0.0,randomlayer-s0,1.0,0.0,1.0
Qwen1.5-32B-Chat,paragraph,from_paragraph-single_to_sentence,single-token,single,wo_rf,real,,atp,0.01,0.64,10.0
Qwen1.5-32B-Chat,paragraph,from_paragraph-single_to_sentence,single-token,single,wo_rf,real,,atp,0.03,0.62,10.0
Qwen1.5-32B-Chat,paragraph,from_paragraph-single_to_sentence,single-token,single,wo_rf,real,,atp,0.05,0.74,10.0
Qwen1.5-32B-Chat,paragraph,from_paragraph-single_to_sentence,single-token,single,wo_rf,real,,atp,0.07,0.88,6.0
Qwen1.5-32B-Chat,paragraph,from_paragraph-single_to_sentence,single-token,single,wo_rf,real,,atp,0.09,0.8,6.0
Qwen1.5-32B-Chat,paragraph,from_paragraph-single_to_sentence,single-token,single,wo_rf,real,,atp,0.1,0.86,6.0
Qwen1.5-32B-Chat,paragraph,from_paragraph-single_to_sentence,single-token,single,wo_rf,real,,atp,0.5,0.04,1.0
Qwen1.5-32B-Chat,paragraph,from_paragraph-single_to_sentence,single-token,single,wo_rf,real,,atp,1.0,0.0,1.0
Qwen1.5-32B-Chat,paragraph,from_paragraph-single_to_sentence,single-token,single,wo_rf,uniform,0.0,random-s0,0.01,0.78,8.0
Qwen1.5-32B-Chat,paragraph,from_paragraph-single_to_sentence,single-token,single,wo_rf,uniform,0.0,random-s0,0.03,0.74,2.0
Qwen1.5-32B-Chat,paragraph,from_paragraph-single_to_sentence,single-token,single,wo_rf,uniform,0.0,random-s0,0.05,0.6,1.0
Qwen1.5-32B-Chat,paragraph,from_paragraph-single_to_sentence,single-token,single,wo_rf,uniform,0.0,random-s0,0.07,0.7,1.0
Qwen1.5-32B-Chat,paragraph,from_paragraph-single_to_sentence,single-token,single,wo_rf,uniform,0.0,random-s0,0.09,0.68,1.0
Qwen1.5-32B-Chat,paragraph,from_paragraph-single_to_sentence,single-token,single,wo_rf,uniform,0.0,random-s0,0.1,0.74,1.0
Qwen1.5-32B-Chat,paragraph,from_paragraph-single_to_sentence,single-token,single,wo_rf,uniform,0.0,random-s0,0.5,0.0,1.0
Qwen1.5-32B-Chat,paragraph,from_paragraph-single_to_sentence,single-token,single,wo_rf,uniform,0.0,random-s0,1.0,0.0,1.0
Qwen1.5-32B-Chat,paragraph,from_paragraph-single_to_sentence,single-token,single,wo_rf,layer-matched,0.0,randomlayer-s0,0.01,0.62,10.0
Qwen1.5-32B-Chat,paragraph,from_paragraph-single_to_sentence,single-token,single,wo_rf,layer-matched,0.0,randomlayer-s0,0.03,0.62,8.0
Qwen1.5-32B-Chat,paragraph,from_paragraph-single_to_sentence,single-token,single,wo_rf,layer-matched,0.0,randomlayer-s0,0.05,0.68,5.0
Qwen1.5-32B-Chat,paragraph,from_paragraph-single_to_sentence,single-token,single,wo_rf,layer-matched,0.0,randomlayer-s0,0.07,0.78,6.0
Qwen1.5-32B-Chat,paragraph,from_paragraph-single_to_sentence,single-token,single,wo_rf,layer-matched,0.0,randomlayer-s0,0.09,0.86,4.0
Qwen1.5-32B-Chat,paragraph,from_paragraph-single_to_sentence,single-token,single,wo_rf,layer-matched,0.0,randomlayer-s0,0.1,0.94,6.0
Qwen1.5-32B-Chat,paragraph,from_paragraph-single_to_sentence,single-token,single,wo_rf,layer-matched,0.0,randomlayer-s0,0.5,0.0,1.0
Qwen1.5-32B-Chat,paragraph,from_paragraph-single_to_sentence,single-token,single,wo_rf,layer-matched,0.0,randomlayer-s0,1.0,0.0,1.0
